Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Pages,Issue,Volume,Series,Publisher,Place,Extra,Manual Tags,Editor
4EVJWVKX,journalArticle,2021,"Fekri, Mohammad Navid; Patel, Harsh; Grolinger, Katarina; Sharma, Vinay",Deep learning for load forecasting with smart meter data: Online Adaptive Recurrent Neural Network,APPLIED ENERGY,,0306-2619,10.1016/j.apenergy.2020.116177,,"Electricity load forecasting has been attracting research and industry attention because of its importance for energy management, infrastructure planning, and budgeting. In recent years, the proliferation of smart meters and other sensors has created new opportunities for sensor-based load forecasting on the building and even individual household level. Machine learning approaches such as Recurrent Neural Networks (RNNs) have shown great successes in load forecasting, but these approaches employ offline learning: they are trained once and miss on the opportunity to learn from newly arriving data. Moreover, they are not well suited for handling the concept drift; for example, their predictive performance will degrade if the load changes due to the installation of new equipment. Consequently, this paper proposes Online Adaptive RNN, an approach for load forecasting capable of continuously learning from newly arriving data and adapting to new patterns. RNN is employed to capture time dependencies while the online aspect is achieved by updating the RNN weights according to new data. The performance is monitored; if it degrades, online tuning is activated to adapt the RNN hyperparameters to changes in data. The proposed approach was evaluated with data from five individual homes: the results show that the proposed approach achieves higher accuracy than the standalone offline long short term memory network and five other online algorithms. Moreover, the time to learn from new samples is only a fraction of the time needed to re-train the offline model.",1/15/2021,,A,282,,,,"Place: 125 London Wall, London, ENGLAND Publisher: ELSEVIER SCI LTD Type: Article",Adaptive learning; Bayesian optimization; Concept drift; Online Adaptive RNN; Online learning; Recurrent Neural Network,
KKZK6AZU,journalArticle,2024,"Manandhar, Prajowal; Rafiq, Hasan; Rodriguez-Ubinas, Edwin; Palpanas, Themis","New Forecasting Metrics Evaluated in Prophet, Random Forest, and Long Short-Term Memory Models for Load Forecasting",ENERGIES,,,10.3390/en17236131,,"Data mining is vital for smart grids because it enhances overall grid efficiency, enabling the analysis of large volumes of data, the optimization of energy distribution, the identification of patterns, and demand forecasting. Several performance metrics, such as the MAPE and RMSE, have been created to assess these forecasts. This paper presents new performance metrics called Evaluation Metrics for Performance Quantification (EMPQ), designed to evaluate forecasting models in a more comprehensive and detailed manner. These metrics fill the gap left by established metrics by assessing the likelihood of over- and under-forecasting. The proposed metrics quantify forecast bias through maximum and minimum deviation percentages, assessing the proximity of predicted values to actual consumption and differentiating between over- and under-forecasts. The effectiveness of these metrics is demonstrated through a comparative analysis of short-term load forecasting for residential customers in Dubai. This study was based on high-resolution smart meter data, weather data, and voluntary survey data of household characteristics, which permitted the subdivision of the customers into several groups. The new metrics were demonstrated on the Prophet, Random Forest (RF), and Long Short-term Memory (LSTM) models. EMPQ help to determine that the LSTM model exhibited a superior performance with a maximum deviation of approximately 10% for day-ahead and 20% for week-ahead forecasts in the ?AC-included? category, outperforming the Prophet model, which had deviation rates of approximately 44% and 42%, respectively. EMPQ also help to determine that the RF excelled over LSTM for the `bedroom-number' subcategory. The findings highlight the value of the proposed metrics in assessing model performance across diverse subcategories. This study demonstrates the value of tailored forecasting models for accurate load prediction and underscores the importance of enhanced performance metrics in informing model selection and supporting energy management strategies.",2024-12,,23,17,,,,"Place: ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND Publisher: MDPI Type: Article",load forecasting; machine learning; deep learning; smart grid; time series; performance metrics,
QKCF8TQ2,journalArticle,2024,"Acharya, Shree Krishna; Yu, Hwanuk; Wi, Young-Min; Lee, Jaehee",Multihousehold Load Forecasting Based on a Convolutional Neural Network Using Moment Information and Data Augmentation,ENERGIES,,,10.3390/en17040902,,"Deep learning (DL) networks are a popular choice for short-term load forecasting (STLF) in the residential sector. Hybrid DL methodologies based on convolutional neural networks (CNNs) and long short-term memory networks (LSTMs) have a higher forecasting accuracy than conventional statistical STLF techniques for different types of single-household load series. However, existing load forecasting methodologies are often inefficient when a high load demand persists for a few hours in a day. Peak load consumption is explicitly depicted as a tail in the probability distribution function (PDF) of the load series. Due to the diverse and uncertain nature of peak load demands, DL methodologies have difficulty maintaining consistent forecasting results, particularly when the PDF of the load series has a longer tail. This paper proposes a multihousehold load forecasting strategy based on the collective moment measure (CMM) (which is obtained from the PDF of the load series), data augmentation, and a CNN. Each load series was compared and ordered through CMM indexing, which helped maintain a minimum or constant shifting variance in the dataset inputted to the CNN. Data augmentation was used to enlarge the input dataset and solve the existing data requirement issues of the CNN. With the ordered load series and data augmentation strategy, the simulation results demonstrated a significant improvement in the performance of both single-household and multihousehold load forecasting. The proposed method predicts day-ahead multihousehold loads simultaneously and compares the results based on a single household. The forecasting performance of the proposed method for six different household groups with 10, 20, 30, 50, 80, and 100 household load series was evaluated and compared with those of existing methodologies. The mean absolute percentage error of the prediction results for each multihousehold load series could be improved by more than 3%. This study can help advance the application of DL methods for household load prediction under high-load-demand conditions.",2024-02,,4,17,,,,"Place: ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND Publisher: MDPI Type: Article",collective moment measure (CMM); convolutional neural network (CNN); data augmentation; multihousehold load forecasting; shifting variance,
UKXY2BCJ,journalArticle,2025,"Ozdemir, Seyda; Demir, Yakup; Yildirim, Ozal",The Effect of Input Length on Prediction Accuracy in Short-Term Multi-Step Electricity Load Forecasting: A CNN-LSTM Approach,IEEE ACCESS,,2169-3536,10.1109/ACCESS.2025.3540636,,"Accurate load forecasting is crucial for effective power system management and planning in the context of growing electricity demand triggered by the proliferation of technological devices and rapid digitalization. Since electrical energy is largely non-storable, short-term electrical load forecasting plays a critical role for system operators. This paper presents an innovative hybrid deep learning model that combines convolutional neural networks (CNNs) and long short-term memory (LSTM) networks for short-term multi-step load forecasting using real-time hourly data from a residential customer. The model is tested on 12 different configurations with symmetrically increasing input lengths, including weather data. The results show that increasing the input length improves the learning performance of the model for all conditions. In addition, selecting an input length greater than the output length has been shown to improve prediction accuracy, with an improvement of 67% in Mean Absolute Percentage Error (MAPE) and 70% in Root Mean Square Error (RMSE). Moreover, it was observed that the multi-step forecasting performance with increased input length is more successful than the single-step forecasting performance.",2025,28419-28432,,13,,,,"Place: 445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA Publisher: IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC Type: Article",deep learning; short-term load forecasting; Feature extraction; Forecasting; Load forecasting; Load modeling; Predictive models; Data models; Long short term memory; Accuracy; Buildings; CNN-LSTM; Convolutional neural networks; input length; multi-step load forecasting; prediction accuracy,
XPWUMYLY,journalArticle,2016,"Dong, Bing; Li, Zhaoxuan; Rahman, S. M. Mahbobur; Vega, Rolando",A hybrid model approach for forecasting future residential electricity consumption,ENERGY AND BUILDINGS,,0378-7788,10.1016/j.enbuild.2015.09.033,,"Urban energy management nowadays has put more focus on residential houses energy consumption. Lots of machine learning based data-driven approaches have the abilities to characterize and forecast total energy consumption of commercial data. However, a paucity of research applying data-driven methods have been tested on the hour ahead energy consumption forecast for typical single family houses in the US. With the advances in smart metering, sub meter usages forecast in household-level is also getting more and more popular on smart building control and demand response program. The situation here inspires us to develop a hybrid model to address the problem of residential hour and day ahead load forecasting through the integration of data-driven techniques with a physics-based model. In this article, we report on the evaluations of five different machine learning algorithms, artificial neural network (ANN), support vector regression (SVR), least-square support vector machine (LS-SVM), Gaussian process regression (GPR) and Gaussian mixture model (GMM), applied to four residential data set that contains smart meters. Both total and non-air conditioning (AC) power consumption are forecasted for hour ahead and 24-h ahead. The variation of patterns captured from non-AC part is further input as internal heat gain to a physics-based model. The model uses a 2R-1C thermal network and an AC regression model. By utilizing this hybrid approach, we get AC load prediction and non-AC energy forecast simultaneously. Total energy consumption is further produced by summing up the two sub meters forecast for hybrid model. The results from new modeling are compared with those from pure data-driven techniques. The final result showing improvements of coefficient of variance between the best data-driven model and hybrid model are 6-10% and 2-15% for hour ahead and 24-h ahead, respectively. (C) 2015 Elsevier B.V. All rights reserved.",4/1/2016,341-351,,117,,,,"Place: PO BOX 564, 1001 LAUSANNE, SWITZERLAND Publisher: ELSEVIER SCIENCE SA Type: Article",Load forecasting; Data-driven model; Residential houses; Thermal network,
HLAZGS49,journalArticle,2020,"Sajjad, Muhammad; Khan, Zulfiqar Ahmad; Ullah, Amin; Hussain, Tanveer; Ullah, Waseem; Lee, Mi Young; Baik, Sung Wook",A Novel CNN-GRU-Based Hybrid Approach for Short-Term Residential Load Forecasting,IEEE ACCESS,,2169-3536,10.1109/ACCESS.2020.3009537,,"Electric energy forecasting domain attracts researchers due to its key role in saving energy resources, where mainstream existing models are based on Gradient Boosting Regression (GBR), Artificial Neural Networks (ANNs), Extreme Learning Machine (ELM) and Support Vector Machine (SVM). These models encounter high-level of non-linearity between input data and output predictions and limited adoptability in real-world scenarios. Meanwhile, energy forecasting domain demands more robustness, higher prediction accuracy and generalization ability for real-world implementation. In this paper, we achieve the mentioned tasks by developing a hybrid sequential learning-based energy forecasting model that employs Convolution Neural Network (CNN) and Gated Recurrent Units (GRU) into a unified framework for accurate energy consumption prediction. The proposed framework has two major phases: (1) data refinement and (2) training, where the data refinement phase applies preprocessing strategies over raw data. In the training phase, CNN features are extracted from input dataset and fed in to GRU, that is selected as optimal and observed to have enhanced sequence learning abilities after extensive experiments. The proposed model is an effective alternative to the previous hybrid models in terms of computational complexity as well prediction accuracy, due to the representative features' extraction potentials of CNNs and effectual gated structure of multi-layered GRU. The experimental evaluation over existing energy forecasting datasets reveal the better performance of our method in terms of preciseness and efficiency. The proposed method achieved the smallest error rate on Appliances Energy Prediction (AEP) and Individual Household Electric Power Consumption (IHEPC) datasets, when compared to other baseline models.",2020,143759-143768,,8,,,,"Place: 445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA Publisher: IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC Type: Article",Machine learning; deep learning; short-term load forecasting; Forecasting; Load modeling; Predictive models; CNN; LSTM; Data models; Energy consumption; GRU; electricity consumption prediction; CNN-GRU; energy forecasting; Support vector machines,
337K4ZVS,journalArticle,2022,"Lu, Yuting; Wang, Gaocai; Huang, Shuqiang",A short-term load forecasting model based on mixup and transfer learning,ELECTRIC POWER SYSTEMS RESEARCH,,0378-7796,10.1016/j.epsr.2022.107837,,"When the amount of historical load data is insufficient, the use of deep learning for load forecasting is prone to overfitting. This paper proposes a short-term electric load forecasting model based on mixup and transfer learning. Mixup is introduced to achieve data enhancement, which improves the generalization ability of the forecasting model by expanding the distribution of training samples. Transfer the historical load of other users with similar consumption patterns to supplement data samples and avoid overfitting of the forecasting model. The similarity between the target load sequence and the source load sequence is measured by the maximal information coefficient (MIC). Finally, the expanded load data adopts a long short-term memory (LSTM) neural network that can learn the long-term dependence in the time series for load forecasting. Experimental results on the residential data set demonstrate that the model proposed in this paper improves the accuracy of load forecasting in scenarios where historical data is scarce.",2022-06,,,207,,,,"Place: PO BOX 564, 1001 LAUSANNE, SWITZERLAND Publisher: ELSEVIER SCIENCE SA Type: Article",Transfer learning; Long short-term memory (LSTM); Maximal information coefficient (MIC); Mixup; Short-term electric load forecasting,
3NL3LG98,journalArticle,2022,"Fekri, Mohammad Navid; Grolinger, Katarina; Mir, Syed",Distributed load forecasting using smart meter data: Federated learning with Recurrent Neural Networks,INTERNATIONAL JOURNAL OF ELECTRICAL POWER & ENERGY SYSTEMS,,0142-0615,10.1016/j.ijepes.2021.107669,,"Load forecasting is essential for energy management, infrastructure planning, grid operation, and budgeting. Large scale smart meter deployments have resulted in ability to collect massive energy data and have created opportunities in sensor-based forecasting. Machine learning (ML) has demonstrated great successes in sensor -based load forecasting; however, when prediction is needed on a smart meter level, typically a single model is trained for each smart meter. With a large number of meters, this becomes computationally expensive or even infeasible. On the other hand, with conventional ML, training a single model for several smart meters requires participants to share their data with the central server. Consequently, this paper proposes federated learning for load forecasting with smart meter data: this strategy enables training a single model with all participating smart meters without the need to share local data. Two alternative federated learning strategies are examined: FedSGD, which performs one step of gradient descent on client before merging updates on the server, and FedAVG, which carries out several steps before the merging. Specifically, residential consumers are diverse what makes training a single model challenging as load profiles vary across consumers. The results show that the FedAVG achieves better accuracy than FedSGD while also requiring fewer communication rounds. Comparing to individual models for each meter and a single central models for all meters, FedAVG achieves comparable or better accuracy.",2022-05,,,137,,,,"Place: 125 London Wall, London, ENGLAND Publisher: ELSEVIER SCI LTD Type: Article",Load forecasting; LSTM; Federated learning; Consumption forecasting; FedAVG; FedSGD,
VZJ8UIVT,journalArticle,2021,"Khan, Anam-Nawaz; Iqbal, Naeem; Rizwan, Atif; Ahmad, Rashid; Kim, Do-Hyeun",An Ensemble Energy Consumption Forecasting Model Based on Spatial-Temporal Clustering Analysis in Residential Buildings,ENERGIES,,,10.3390/en14113020,,"Due to the availability of smart metering infrastructure, high-resolution electric consumption data is readily available to study the dynamics of residential electric consumption at finely resolved spatial and temporal scales. Analyzing the electric consumption data enables the policymakers and building owners to understand consumer's demand-consumption behaviors. Furthermore, analysis and accurate forecasting of electric consumption are substantial for consumer involvement in time-of-use tariffs, critical peak pricing, and consumer-specific demand response initiatives. Alongside its vast economic and sustainability implications, such as energy wastage and decarbonization of the energy sector, accurate consumption forecasting facilitates power system planning and stable grid operations. Energy consumption forecasting is an active research area; despite the abundance of devised models, electric consumption forecasting in residential buildings remains challenging due to high occupant energy use behavior variability. Hence the search for an appropriate model for accurate electric consumption forecasting is ever continuing. To this aim, this paper presents a spatial and temporal ensemble forecasting model for short-term electric consumption forecasting. The proposed work involves exploring electric consumption profiles at the apartment level through cluster analysis based on the k-means algorithm. The ensemble forecasting model consists of two deep learning models; Long Short-Term Memory Unit (LSTM) and Gated Recurrent Unit (GRU). First, the apartment-level historical electric consumption data is clustered. Later the clusters are aggregated based on consumption profiles of consumers. At the building and floor level, the ensemble models are trained using aggregated electric consumption data. The proposed ensemble model forecasts the electric consumption at three spatial scales apartment, building, and floor level for hourly, daily, and weekly forecasting horizon. Furthermore, the impact of spatial-temporal granularity and cluster analysis on the prediction accuracy is analyzed. The dataset used in this study comprises high-resolution electric consumption data acquired through smart meters recorded on an hourly basis over the period of one year. The consumption data belongs to four multifamily residential buildings situated in an urban area of South Korea. To prove the effectiveness of our proposed forecasting model, we compared our model with widely known machine learning models and deep learning variants. The results achieved by our proposed ensemble scheme verify that model has learned the sequential behavior of electric consumption by producing superior performance with the lowest MAPE of 4.182 and 4.54 at building and floor level prediction, respectively. The experimental findings suggest that the model has efficiently captured the dynamic electric consumption characteristics to exploit ensemble model diversities and achieved lower forecasting error. The proposed ensemble forecasting scheme is well suited for predictive modeling and short-term load forecasting.",2021-06,,11,14,,,,"Place: ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND Publisher: MDPI Type: Article",machine learning; deep learning; time series; energy prediction; clustering analysis; ensemble model; stacking,
A5BTRKJV,journalArticle,2020,"Goehry, Benjamin; Goude, Yannig; Massart, Pascal; Poggi, Jean-Michel",Aggregation of Multi-Scale Experts for Bottom-Up Load Forecasting,IEEE TRANSACTIONS ON SMART GRID,,1949-3053,10.1109/TSG.2019.2945088,,The development of smart grid and new advanced metering infrastructures induces new opportunities and challenges for utilities. Exploiting smart meters information for forecasting stands as a key point for energy providers who have to deal with time varying portfolio of customers as well as grid managers who needs to improve accuracy of local forecasts to face with distributed renewable energy generation development. We propose a new machine learning approach to forecast the system load of a group of customers exploiting individual load measurements in real time and/or exogenous information like weather and survey data. Our approach consists in building experts using random forests trained on some subsets of customers then normalise their predictions and aggregate them with a convex expert aggregation algorithm to forecast the system load. We propose new aggregation methods and compare two strategies for building subsets of customers: 1) hierarchical clustering based on survey data and/or load features and 2) random clustering strategy. These approaches are evaluated on a real data set of residential Irish customers load at a half hourly resolution. We show that our approaches achieve a significant gain in short term load forecasting accuracy of around 25 percent of RMSE.,2020-05,1895-1904,3,11,,,,"Place: 445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA Publisher: IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC Type: Article",Forecasting; Load forecasting; Load modeling; Predictive models; Short-term load forecasting; clustering; aggregation of experts; Clustering algorithms; random forests; smart meter data; Smart meters,
AFCCF2XG,journalArticle,2021,"Jagait, Rashpinder Kaur; Fekri, Mohammad Navid; Grolinger, Katarina; Mir, Syed",Load Forecasting Under Concept Drift: Online Ensemble Learning With Recurrent Neural Network and ARIMA,IEEE ACCESS,,2169-3536,10.1109/ACCESS.2021.3095420,,"Rapid expansion of smart metering technologies has enabled large-scale collection of electricity consumption data and created the foundation for sensor-based load forecasting on individual buildings or even the household level. With continuously growing energy consumption, the importance of energy management including load forecasting is increasing in order to remedy the energy effect on the environment. Numerous machine learning techniques have been proposed for sensor-based load forecasting but most are offline approaches: the model is trained once and then used to infer future consumption. However, these approaches are not able to adapt to concept drift: for example, their accuracy will degrade when the building use changes or new equipment is installed. Thus, an approach capable of learning from new data as they arrive is needed. This paper proposes adaptive online ensemble learning with Recurrent Neural Network (RNN) and ARIMA for load forecasting under concept drift. The RNN part of the ensembles consists of Online Adaptive RNN as its underlying RNN learner has the ability to model temporal dependencies present in load data while its online nature enables continuous learning from arriving data. The adaptation to the concept drift is improved by adding Rolling ARIMA to the ensemble. The performance of the proposed approach has been examined on the four individual homes with different degrees of concept drift. The results show that the proposed ensemble achieves better accuracy than its constituent algorithms alone and, moreover, the analysis demonstrates the need to examine load forecasting approaches in respect to how they handle concept drift.",2021,98992-99008,,9,,,,"Place: 445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA Publisher: IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC Type: Article",Forecasting; Load forecasting; Load modeling; Predictive models; recurrent neural network; Data models; ensemble learning; Adaptation models; energy forecasting; concept drift; Smart meters; online learning,
CXGL8GNN,journalArticle,2019,"Kim, Jin-Young; Cho, Sung-Bae",Electric Energy Consumption Prediction by Deep Learning with State Explainable Autoencoder,ENERGIES,,,10.3390/en12040739,,"As energy demand grows globally, the energy management system (EMS) is becoming increasingly important. Energy prediction is an essential component in the first step to create a management plan in EMS. Conventional energy prediction models focus on prediction performance, but in order to build an efficient system, it is necessary to predict energy demand according to various conditions. In this paper, we propose a method to predict energy demand in various situations using a deep learning model based on an autoencoder. This model consists of a projector that defines an appropriate state for a given situation and a predictor that forecasts energy demand from the defined state. The proposed model produces consumption predictions for 15, 30, 45, and 60 min with 60-min demand to date. In the experiments with household electric power consumption data for five years, this model not only has a better performance with a mean squared error of 0.384 than the conventional models, but also improves the capacity to explain the results of prediction by visualizing the state with t-SNE algorithm. Despite unsupervised representation learning, we confirm that the proposed model defines the state well and predicts the energy demand accordingly.",2/2/2019,,4,12,,,,"Place: MDPI AG, Grosspeteranlage 5, CH-4052 BASEL, SWITZERLAND Publisher: MDPI Type: Article",deep learning; energy management system; energy prediction; autoencoder; electric energy; explainable AI,
PF3GZFAY,journalArticle,2024,"Ismail, Leila; Materwala, Huned; Dankar, Fida K.",Machine Learning Data-Driven Residential Load Multi-Level Forecasting With Univariate and Multivariate Time Series Models Toward Sustainable Smart Homes,IEEE ACCESS,,2169-3536,10.1109/ACCESS.2024.3383958,,"Residential energy consumption is rapidly increasing every year due to demographic and behavioral changes, such as the rising population and the adoption of work-from-home post-COVID-19. High energy consumption emits a substantial amount of carbon dioxide and other Greenhouse Gases, contributing to global warming. It becomes crucial to accurately predict residential load. To enable smart home electricity consumption control, as well as efficient generation, planning, and usage, we predict household energy consumption at very short-term, short-term, and medium-term forecast levels using univariate and multivariate time series data. This study assesses the impact of different household units (water heater and air conditioning), areas (kitchen, laundry, office, living room, bathroom, ironing room, teenager room, and parents' room), and time (i.e., hour, day, and month) on energy consumption. Comparative analysis and numerical experimental results between the most used approaches, Support Vector Regression and Long Short-Term Memory, reveal that the former outperforms the latter across all forecast levels using different datasets. The findings of this paper will be useful to energy companies and household owners in enhancing energy efficiency and earning carbon credits by reducing the emission of carbon dioxide and other Greenhouse Gases.",2024,55632-55668,,12,,,,"Place: 445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA Publisher: IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC Type: Article",load forecasting; machine learning; deep learning; time series forecasting; long short-term memory (LSTM); support vector regression (SVR); energy efficiency; Carbon credit; carbon emission; energy consumption prediction; forecast levels; greenhouse gases (GHGs); Jensen-Shannon divergence; residential building energy consumption; root mean square error (RMSE); symmetric mean absolute percentage error (sMAPE),
8KET8AEA,conferencePaper,2020,"Nguyen, T. T. Q.; Tran, T. P. T.; Debusschere, Vincent; Bobineau, Christophe; Rigo-Mariani, Remy",Comparing High Accurate Regression Models For Short-term Load Forecasting In Smart Buildings,IECON 2020: THE 46TH ANNUAL CONFERENCE OF THE IEEE INDUSTRIAL ELECTRONICS SOCIETY,978-1-7281-5414-5,,10.1109/iecon43393.2020.9255314,,"Load prediction is at the core of many smart grid topics because its accuracy affects the resilience and optimal operation of the power grid. Short term load forecasting (STLF) specific to buildings is needed for both demand and production sides management, to help reducing peak electricity demand, optimizing energy planning, management, and conservation among other. In this paper, we analyze and compare five state of art regressive STLF algorithms relying on deep learning techniques. Algorithms were chosen based on their performances in the context of load prediction. These methods are compared in the context of smart buildings with real (large) data-set, leading to a comparison on quality metrics and a precise evaluation. The load forecasting is deployed with and without taking into account environmental features to better evaluate the benefits of reaching for external information. The idea is to help determine which of the five forecasting algorithm could be considered in the optimization loop of an energy management systems, either at the level of a district (local energy communities, or smart districts) or directly at the level of individual households (smart residential buildings) using quality metrics and need of exogenous data. Results show that the algorithms will perform better if we accept a larger training time and also present a high sensitivity on the choice of influencing parameters.",2020,1962-1967,,,IEEE Industrial Electronics Society,IEEE,"345 E 47TH ST, NEW YORK, NY 10017 USA",Backup Publisher: IEEE Ind Elect Soc; Nangyang Technol Univ; Inst Elect & Elect Engineers; Smart Grid Power Elect Consortium Singapore ISSN: 1553-572X Type: Proceedings Paper,load forecasting; attention mechanism; Long short term memory; random forest; Deep multilayer perceptron; Regression model; Seq2Seq model; short-term forecasting; Support vector regression,
F7T4T2HE,journalArticle,2021,"Ullah, Fath U. Min; Khan, Noman; Hussain, Tanveer; Lee, Mi Young; Baik, Sung Wook",Diving Deep into Short-Term Electricity Load Forecasting: Comparative Analysis and a Novel Framework,MATHEMATICS,,,10.3390/math9060611,,"In this article, we present an in-depth comparative analysis of the conventional and sequential learning algorithms for electricity load forecasting and optimally select the most appropriate algorithm for energy consumption prediction (ECP). ECP reduces the misusage and wastage of energy using mathematical modeling and supervised learning algorithms. However, the existing ECP research lacks comparative analysis of various algorithms to reach the optimal model with real-world implementation potentials and convincingly reduced error rates. Furthermore, these methods are less friendly towards the energy management chain between the smart grids and residential buildings, with limited contributions in saving energy resources and maintaining an appropriate equilibrium between energy producers and consumers. Considering these limitations, we dive deep into load forecasting methods, analyze their performance, and finally, present a novel three-tier framework for ECP. The first tier applies data preprocessing for its refinement and organization, prior to the actual training, facilitating its effective output generation. The second tier is the learning process, employing ensemble learning algorithms (ELAs) and sequential learning techniques to train over energy consumption data. In the third tier, we obtain the final ECP model and evaluate our method; we visualize the data for energy data analysts. We experimentally prove that deep sequential learning models are dominant over mathematical modeling techniques and its several invariants by utilizing available residential electricity consumption data to reach an optimal proposed model with smallest mean square error (MSE) of value 0.1661 and root mean square error (RMSE) of value 0.4075 against the recent rivals.",2021-03,,6,9,,,,"Place: ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND Publisher: MDPI Type: Article",machine learning; deep learning; artificial intelligence; ensemble learning; smart grids; renewable energy; energy consumption prediction; sequential learning,
IBEJILZL,journalArticle,2021,"Ozcan, Alper; Catal, Cagatay; Kasif, Ahmet",Energy Load Forecasting Using a Dual-Stage Attention-Based Recurrent Neural Network,SENSORS,,,10.3390/s21217115,,"Providing a stable, low-price, and safe supply of energy to end-users is a challenging task. The energy service providers are affected by several events such as weather, volatility, and special events. As such, the prediction of these events and having a time window for taking preventive measures are crucial for service providers. Electrical load forecasting can be modeled as a time series prediction problem. One solution is to capture spatial correlations, spatial-temporal relations, and time-dependency of such temporal networks in the time series. Previously, different machine learning methods have been used for time series prediction tasks; however, there is still a need for new research to improve the performance of short-term load forecasting models. In this article, we propose a novel deep learning model to predict electric load consumption using Dual-Stage Attention-Based Recurrent Neural Networks in which the attention mechanism is used in both encoder and decoder stages. The encoder attention layer identifies important features from the input vector, whereas the decoder attention layer is used to overcome the limitations of using a fixed context vector and provides a much longer memory capacity. The proposed model improves the performance for short-term load forecasting (STLF) in terms of the Mean Absolute Error (MAE) and Root Mean Squared Errors (RMSE) scores. To evaluate the predictive performance of the proposed model, the UCI household electric power consumption (HEPC) dataset has been used during the experiments. Experimental results demonstrate that the proposed approach outperforms the previously adopted techniques.",2021-11,,21,21,,,,"Place: ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND Publisher: MDPI Type: Article",time series forecasting; energy consumption prediction; dual-stage attention-based recurrent neural network,
44RH6EE4,journalArticle,2023,"Dogra, Atharvan; Anand, Ashima; Bedi, Jatin",Consumers profiling based federated learning approach for energy load forecasting,SUSTAINABLE CITIES AND SOCIETY,,2210-6707,10.1016/j.scs.2023.104815,,"Energy load estimation is critical for the smooth functioning of several activities, such as reliable supply, reduced wastage, decision making and generation planning tasks. So far, deep learning and hybrid models have demonstrated great capabilities in capturing non-linear energy load variations patterns. However, these models are data-intensive, requiring a large amount of data to be centrally available for achieving the desired accuracy. Sharing electricity consumption profiles hampers users' privacy and is computationally very expensive in terms of communication cost. In this regard, the current work proposes a novel federated learning-based approach mitigating the shortcomings of benchmark approaches. The proposed approach combines time-series characteristics patterns and clustering with federated learning to achieve desired privacy, cost benefits and accuracy. To validate these benefits, the performance comparison of the proposed approach is performed with local learning and benchmark prediction approaches. The experimental results on a real-world dataset of residential household buildings demonstrate that the proposed approach performs as good as the local learning approach while ensuring users' data privacy and reducing communication costs.",2023-11,,,98,,,,"Place: RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS Publisher: ELSEVIER Type: Article",Deep learning; Federated learning; Energy; Clustering analysis; Predictive analytics,
ZS2R4MRS,journalArticle,2018,"Massidda, Luca; Marrocu, Marino",Smart Meter Forecasting from One Minute to One Year Horizons,ENERGIES,,,10.3390/en11123520,,"The ability to predict consumption is an essential tool for the management of a power distribution network. The availability of an advanced metering infrastructure through smart meters makes it possible to produce consumption forecasts down to the level of the individual user and to introduce intelligence and control at every level of the grid. While aggregate load forecasting is a mature technology, single user forecasting is a more difficult problem to address due to the multiple factors affecting consumption, which are not always easily predictable. This work presents a hybrid machine learning methodology based on random forest (RF) and linear regression (LR) for the deterministic and probabilistic forecast of household consumption at different time horizons and resolutions. The approach is based on the separation of long term effects (RF) from short term ones (LR), producing deterministic and probabilistic forecasts. The proposed procedure is applied to a public dataset, achieving a deterministic forecast accuracy much higher than other methodologies, in all scenarios analyzed. This covers horizons of forecast from one minute to one year, and highlights the great added value provided by probabilistic forecasting.",2018-12,,12,11,,,,"Place: ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND Publisher: MDPI Type: Article",load forecasting; machine learning; smart meter; time series forecasting; energy prediction,
